WindDirection;WindSpeed;WaterLevel;StormDuration;PhaseDifference;WaterLevelRPB
90;30;3.7;20;260;3.49
120;30;3.7;20;260;3.46
150;30;3.7;20;260;3.49
180;30;3.7;20;260;3.58
210;30;3.7;20;260;3.72
240;30;3.7;20;260;3.87
270;30;3.7;20;260;3.97
300;30;3.7;20;260;4.01
330;30;3.7;20;260;3.95
360;30;3.7;20;260;3.82
30;40;3.7;20;260;3.58
60;40;3.7;20;260;3.37
90;40;3.7;20;260;3.27
120;40;3.7;20;260;3.24
150;40;3.7;20;260;3.3
180;40;3.7;20;260;3.47
210;40;3.7;20;260;3.73
240;40;3.7;20;260;3.98
270;40;3.7;20;260;4.16
300;40;3.7;20;260;4.23
330;40;3.7;20;260;4.07
360;40;3.7;20;260;3.84
30;50;3.7;20;260;3.47
60;50;3.7;20;260;3.14
90;50;3.7;20;260;-9
120;50;3.7;20;260;-9
150;50;3.7;20;260;3.07
180;50;3.7;20;260;3.35
210;50;3.7;20;260;3.75
240;50;3.7;20;260;4.14
270;50;3.7;20;260;4.4
300;50;3.7;20;260;4.48
330;50;3.7;20;260;4.23
360;50;3.7;20;260;3.87
30;0;3.8;20;260;3.85
30;10;3.8;20;260;3.85
60;0;3.8;20;260;3.84
60;10;3.8;20;260;3.84
90;0;3.8;20;260;3.82
90;10;3.8;20;260;3.82
120;0;3.8;20;260;3.82
120;10;3.8;20;260;3.82
150;0;3.8;20;260;3.82
150;10;3.8;20;260;3.82
180;0;3.8;20;260;3.83
180;10;3.8;20;260;3.83
210;0;3.8;20;260;3.84
210;10;3.8;20;260;3.84
240;0;3.8;20;260;3.86
240;10;3.8;20;260;3.86
270;0;3.8;20;260;3.87
270;10;3.8;20;260;3.87
300;0;3.8;20;260;3.87
300;10;3.8;20;260;3.87
330;0;3.8;20;260;3.87
330;10;3.8;20;260;3.87
360;0;3.8;20;260;3.87
360;10;3.8;20;260;3.87
30;20;3.8;20;260;3.84
60;20;3.8;20;260;3.79
90;20;3.8;20;260;3.74
120;20;3.8;20;260;3.72
150;20;3.8;20;260;3.73
180;20;3.8;20;260;3.77
210;20;3.8;20;260;3.83
240;20;3.8;20;260;3.9
270;20;3.8;20;260;3.95
300;20;3.8;20;260;3.97
330;20;3.8;20;260;3.95
360;20;3.8;20;260;3.91
30;30;3.8;20;260;3.78
60;30;3.8;20;260;3.66
90;30;3.8;20;260;3.6
120;30;3.8;20;260;3.57
150;30;3.8;20;260;3.6
180;30;3.8;20;260;3.68
210;30;3.8;20;260;3.83
240;30;3.8;20;260;3.97
270;30;3.8;20;260;4.07
300;30;3.8;20;260;4.12
330;30;3.8;20;260;4.05
360;30;3.8;20;260;3.92
30;40;3.8;20;260;3.69
60;40;3.8;20;260;3.48
90;40;3.8;20;260;3.38
120;40;3.8;20;260;3.35
150;40;3.8;20;260;3.41
180;40;3.8;20;260;3.58
210;40;3.8;20;260;3.84
240;40;3.8;20;260;4.08
270;40;3.8;20;260;4.26
300;40;3.8;20;260;4.33
330;40;3.8;20;260;4.18
360;40;3.8;20;260;3.94
30;50;3.8;20;260;3.58
60;50;3.8;20;260;3.25
90;50;3.8;20;260;3.09
120;50;3.8;20;260;3.08
150;50;3.8;20;260;3.18
180;50;3.8;20;260;3.46
210;50;3.8;20;260;3.85
240;50;3.8;20;260;4.24
270;50;3.8;20;260;4.5
300;50;3.8;20;260;4.57
330;50;3.8;20;260;4.33
360;50;3.8;20;260;3.98
30;0;3.9;20;260;3.94
30;10;3.9;20;260;3.94
60;0;3.9;20;260;3.93
60;10;3.9;20;260;3.93
90;0;3.9;20;260;3.92
90;10;3.9;20;260;3.92
120;0;3.9;20;260;3.91
120;10;3.9;20;260;3.91
150;0;3.9;20;260;3.91
150;10;3.9;20;260;3.91
180;0;3.9;20;260;3.92
180;10;3.9;20;260;3.92
210;0;3.9;20;260;3.93
210;10;3.9;20;260;3.93
240;0;3.9;20;260;3.95
240;10;3.9;20;260;3.95
270;0;3.9;20;260;3.96
270;10;3.9;20;260;3.96
300;0;3.9;20;260;3.97
300;10;3.9;20;260;3.97
330;0;3.9;20;260;3.96
330;10;3.9;20;260;3.96
360;0;3.9;20;260;3.96
360;10;3.9;20;260;3.96
30;20;3.9;20;260;3.93
60;20;3.9;20;260;3.88
90;20;3.9;20;260;3.83
120;20;3.9;20;260;3.81
150;20;3.9;20;260;3.82
180;20;3.9;20;260;3.86
210;20;3.9;20;260;3.92
240;20;3.9;20;260;3.99
270;20;3.9;20;260;4.04
300;20;3.9;20;260;4.06
330;20;3.9;20;260;4.04
360;20;3.9;20;260;4
30;30;3.9;20;260;3.87
60;30;3.9;20;260;3.76
90;30;3.9;20;260;3.69
120;30;3.9;20;260;3.66
150;30;3.9;20;260;3.69
180;30;3.9;20;260;3.78
210;30;3.9;20;260;3.92
240;30;3.9;20;260;4.06
270;30;3.9;20;260;4.16
300;30;3.9;20;260;4.2
330;30;3.9;20;260;4.14
360;30;3.9;20;260;4.01
30;40;3.9;20;260;3.79
60;40;3.9;20;260;3.58
90;40;3.9;20;260;3.48
120;40;3.9;20;260;3.45
150;40;3.9;20;260;3.51
180;40;3.9;20;260;3.67
210;40;3.9;20;260;3.93
240;40;3.9;20;260;4.17
270;40;3.9;20;260;4.35
300;40;3.9;20;260;4.41
330;40;3.9;20;260;4.26
360;40;3.9;20;260;4.04
30;50;3.9;20;260;3.68
60;50;3.9;20;260;3.36
90;50;3.9;20;260;3.19
120;50;3.9;20;260;3.18
150;50;3.9;20;260;3.29
180;50;3.9;20;260;3.55
210;50;3.9;20;260;3.95
240;50;3.9;20;260;4.33
270;50;3.9;20;260;4.58
300;50;3.9;20;260;4.66
330;50;3.9;20;260;4.42
360;50;3.9;20;260;4.07
30;0;4;20;260;4.05
30;10;4;20;260;4.05
60;0;4;20;260;4.03
60;10;4;20;260;4.03
90;0;4;20;260;4.02
90;10;4;20;260;4.02
120;0;4;20;260;4.01
120;10;4;20;260;4.01
150;0;4;20;260;4.02
150;10;4;20;260;4.02
180;0;4;20;260;4.02
180;10;4;20;260;4.02
210;0;4;20;260;4.04
210;10;4;20;260;4.04
240;0;4;20;260;4.05
240;10;4;20;260;4.05
270;0;4;20;260;4.06
270;10;4;20;260;4.06
300;0;4;20;260;4.07
300;10;4;20;260;4.07
330;0;4;20;260;4.07
330;10;4;20;260;4.07
360;0;4;20;260;4.06
360;10;4;20;260;4.06
30;20;4;20;260;4.04
60;20;4;20;260;3.99
90;20;4;20;260;3.94
120;20;4;20;260;3.92
150;20;4;20;260;3.93
180;20;4;20;260;3.97
210;20;4;20;260;4.03
240;20;4;20;260;4.09
270;20;4;20;260;4.14
300;20;4;20;260;4.16
330;20;4;20;260;4.15
360;20;4;20;260;4.1
30;30;4;20;260;3.98
60;30;4;20;260;3.87
90;30;4;20;260;3.8
120;30;4;20;260;3.77
150;30;4;20;260;3.8
180;30;4;20;260;3.89
210;30;4;20;260;4.03
240;30;4;20;260;4.16
270;30;4;20;260;4.26
300;30;4;20;260;4.3
330;30;4;20;260;4.24
360;30;4;20;260;4.12
30;40;4;20;260;3.89
60;40;4;20;260;3.68
90;40;4;20;260;3.59
120;40;4;20;260;3.56
150;40;4;20;260;3.62
180;40;4;20;260;3.78
210;40;4;20;260;4.03
240;40;4;20;260;4.27
270;40;4;20;260;4.44
300;40;4;20;260;4.51
330;40;4;20;260;4.36
360;40;4;20;260;4.14
30;50;4;20;260;3.78
60;50;4;20;260;3.46
90;50;4;20;260;3.3
120;50;4;20;260;3.29
150;50;4;20;260;3.4
180;50;4;20;260;3.65
210;50;4;20;260;4.04
240;50;4;20;260;4.42
270;50;4;20;260;4.68
300;50;4;20;260;4.75
330;50;4;20;260;4.5
360;50;4;20;260;4.17
30;0;4.1;20;260;4.14
30;10;4.1;20;260;4.14
60;0;4.1;20;260;4.13
60;10;4.1;20;260;4.13
90;0;4.1;20;260;4.12
90;10;4.1;20;260;4.12
120;0;4.1;20;260;4.11
120;10;4.1;20;260;4.11
150;0;4.1;20;260;4.11
150;10;4.1;20;260;4.11
180;0;4.1;20;260;4.12
180;10;4.1;20;260;4.12
210;0;4.1;20;260;4.13
210;10;4.1;20;260;4.13
240;0;4.1;20;260;4.15
240;10;4.1;20;260;4.15
270;0;4.1;20;260;4.16
270;10;4.1;20;260;4.16
300;0;4.1;20;260;4.17
300;10;4.1;20;260;4.17
330;0;4.1;20;260;4.17
330;10;4.1;20;260;4.17
360;0;4.1;20;260;4.16
360;10;4.1;20;260;4.16
30;20;4.1;20;260;4.14
60;20;4.1;20;260;4.08
90;20;4.1;20;260;4.04
120;20;4.1;20;260;4.02
150;20;4.1;20;260;4.03
180;20;4.1;20;260;4.07
210;20;4.1;20;260;4.13
240;20;4.1;20;260;4.19
270;20;4.1;20;260;4.24
300;20;4.1;20;260;4.26
330;20;4.1;20;260;4.24
360;20;4.1;20;260;4.2
30;30;4.1;20;260;4.08
60;30;4.1;20;260;3.97
90;30;4.1;20;260;3.9
120;30;4.1;20;260;3.87
150;30;4.1;20;260;3.9
180;30;4.1;20;260;3.99
210;30;4.1;20;260;4.12
240;30;4.1;20;260;4.26
270;30;4.1;20;260;4.35
300;30;4.1;20;260;4.4
330;30;4.1;20;260;4.33
360;30;4.1;20;260;4.21
30;40;4.1;20;260;3.99
60;40;4.1;20;260;3.79
90;40;4.1;20;260;3.69
120;40;4.1;20;260;3.67
150;40;4.1;20;260;3.73
180;40;4.1;20;260;3.88
210;40;4.1;20;260;4.13
240;40;4.1;20;260;4.36
270;40;4.1;20;260;4.53
300;40;4.1;20;260;4.6
330;40;4.1;20;260;4.45
360;40;4.1;20;260;4.24
30;50;4.1;20;260;3.89
60;50;4.1;20;260;3.57
90;50;4.1;20;260;3.42
120;50;4.1;20;260;3.4
150;50;4.1;20;260;3.5
180;50;4.1;20;260;3.76
210;50;4.1;20;260;4.14
240;50;4.1;20;260;4.51
270;50;4.1;20;260;4.77
300;50;4.1;20;260;4.85
330;50;4.1;20;260;4.61
360;50;4.1;20;260;4.27
30;0;4.2;20;260;4.25
30;10;4.2;20;260;4.25
60;0;4.2;20;260;4.24
60;10;4.2;20;260;4.24
90;0;4.2;20;260;4.23
90;10;4.2;20;260;4.23
120;0;4.2;20;260;4.22
120;10;4.2;20;260;4.22
150;0;4.2;20;260;4.22
150;10;4.2;20;260;4.22
180;0;4.2;20;260;4.23
180;10;4.2;20;260;4.23
210;0;4.2;20;260;4.24
210;10;4.2;20;260;4.24
240;0;4.2;20;260;4.25
240;10;4.2;20;260;4.25
270;0;4.2;20;260;4.27
270;10;4.2;20;260;4.27
300;0;4.2;20;260;4.27
300;10;4.2;20;260;4.27
330;0;4.2;20;260;4.27
330;10;4.2;20;260;4.27
360;0;4.2;20;260;4.27
360;10;4.2;20;260;4.27
30;20;4.2;20;260;4.25
60;20;4.2;20;260;4.19
90;20;4.2;20;260;4.15
120;20;4.2;20;260;4.12
150;20;4.2;20;260;4.13
180;20;4.2;20;260;4.17
210;20;4.2;20;260;4.23
240;20;4.2;20;260;4.29
270;20;4.2;20;260;4.34
300;20;4.2;20;260;4.36
330;20;4.2;20;260;4.35
360;20;4.2;20;260;4.31
30;30;4.2;20;260;4.18
60;30;4.2;20;260;4.07
90;30;4.2;20;260;4.01
120;30;4.2;20;260;3.98
150;30;4.2;20;260;4
180;30;4.2;20;260;4.09
210;30;4.2;20;260;4.23
240;30;4.2;20;260;4.36
270;30;4.2;20;260;4.46
300;30;4.2;20;260;4.5
330;30;4.2;20;260;4.44
360;30;4.2;20;260;4.32
30;40;4.2;20;260;4.1
60;40;4.2;20;260;3.89
90;40;4.2;20;260;3.8
120;40;4.2;20;260;3.77
150;40;4.2;20;260;3.83
180;40;4.2;20;260;3.98
210;40;4.2;20;260;4.23
240;40;4.2;20;260;4.47
270;40;4.2;20;260;4.64
300;40;4.2;20;260;4.7
330;40;4.2;20;260;4.56
360;40;4.2;20;260;4.34
30;50;4.2;20;260;3.99
60;50;4.2;20;260;3.67
90;50;4.2;20;260;3.52
120;50;4.2;20;260;3.51
150;50;4.2;20;260;3.61
180;50;4.2;20;260;3.86
210;50;4.2;20;260;4.24
240;50;4.2;20;260;4.61
270;50;4.2;20;260;4.87
300;50;4.2;20;260;4.95
330;50;4.2;20;260;4.71
360;50;4.2;20;260;4.37
30;0;4.3;20;260;4.35
30;10;4.3;20;260;4.35
60;0;4.3;20;260;4.33
60;10;4.3;20;260;4.33
90;0;4.3;20;260;4.32
90;10;4.3;20;260;4.32
120;0;4.3;20;260;4.32
120;10;4.3;20;260;4.32
150;0;4.3;20;260;4.32
150;10;4.3;20;260;4.32
180;0;4.3;20;260;4.33
180;10;4.3;20;260;4.33
210;0;4.3;20;260;4.34
210;10;4.3;20;260;4.34
240;0;4.3;20;260;4.35
240;10;4.3;20;260;4.35
270;0;4.3;20;260;4.36
270;10;4.3;20;260;4.36
300;0;4.3;20;260;4.36
300;10;4.3;20;260;4.36
330;0;4.3;20;260;4.36
330;10;4.3;20;260;4.36
360;0;4.3;20;260;4.36
360;10;4.3;20;260;4.36
30;20;4.3;20;260;4.34
60;20;4.3;20;260;4.29
90;20;4.3;20;260;4.24
120;20;4.3;20;260;4.23
150;20;4.3;20;260;4.24
180;20;4.3;20;260;4.27
210;20;4.3;20;260;4.33
240;20;4.3;20;260;4.39
270;20;4.3;20;260;4.44
300;20;4.3;20;260;4.46
330;20;4.3;20;260;4.45
360;20;4.3;20;260;4.4
30;30;4.3;20;260;4.28
60;30;4.3;20;260;4.18
90;30;4.3;20;260;4.11
120;30;4.3;20;260;4.08
150;30;4.3;20;260;4.11
180;30;4.3;20;260;4.2
210;30;4.3;20;260;4.33
240;30;4.3;20;260;4.46
270;30;4.3;20;260;4.55
300;30;4.3;20;260;4.59
330;30;4.3;20;260;4.53
360;30;4.3;20;260;4.41
30;40;4.3;20;260;4.2
60;40;4.3;20;260;4
90;40;4.3;20;260;3.9
120;40;4.3;20;260;3.88
150;40;4.3;20;260;3.93
180;40;4.3;20;260;4.09
210;40;4.3;20;260;4.33
240;40;4.3;20;260;4.56
270;40;4.3;20;260;4.72
300;40;4.3;20;260;4.79
330;40;4.3;20;260;4.65
360;40;4.3;20;260;4.44
30;50;4.3;20;260;4.1
60;50;4.3;20;260;3.78
90;50;4.3;20;260;3.63
120;50;4.3;20;260;3.62
150;50;4.3;20;260;3.72
180;50;4.3;20;260;3.96
210;50;4.3;20;260;4.34
240;50;4.3;20;260;4.7
270;50;4.3;20;260;4.95
300;50;4.3;20;260;5.03
330;50;4.3;20;260;4.8
360;50;4.3;20;260;4.47
30;0;4.4;20;260;4.44
30;10;4.4;20;260;4.44
60;0;4.4;20;260;4.43
60;10;4.4;20;260;4.43
90;0;4.4;20;260;4.42
90;10;4.4;20;260;4.42
120;0;4.4;20;260;4.41
120;10;4.4;20;260;4.41
150;0;4.4;20;260;4.42
150;10;4.4;20;260;4.42
180;0;4.4;20;260;4.42
180;10;4.4;20;260;4.42
210;0;4.4;20;260;4.43
210;10;4.4;20;260;4.43
240;0;4.4;20;260;4.45
240;10;4.4;20;260;4.45
270;0;4.4;20;260;4.46
270;10;4.4;20;260;4.46
300;0;4.4;20;260;4.46
300;10;4.4;20;260;4.46
330;0;4.4;20;260;4.46
330;10;4.4;20;260;4.46
360;0;4.4;20;260;4.45
360;10;4.4;20;260;4.45
30;20;4.4;20;260;4.44
60;20;4.4;20;260;4.38
90;20;4.4;20;260;4.34
120;20;4.4;20;260;4.32
150;20;4.4;20;260;4.33
180;20;4.4;20;260;4.37
210;20;4.4;20;260;4.42
240;20;4.4;20;260;4.49
270;20;4.4;20;260;4.53
300;20;4.4;20;260;4.55
330;20;4.4;20;260;4.54
360;20;4.4;20;260;4.49
30;30;4.4;20;260;4.38
60;30;4.4;20;260;4.28
90;30;4.4;20;260;4.21
120;30;4.4;20;260;4.18
150;30;4.4;20;260;4.21
180;30;4.4;20;260;4.3
210;30;4.4;20;260;4.42
240;30;4.4;20;260;4.55
270;30;4.4;20;260;4.65
300;30;4.4;20;260;4.69
330;30;4.4;20;260;4.63
360;30;4.4;20;260;4.51
30;40;4.4;20;260;4.3
60;40;4.4;20;260;4.1
90;40;4.4;20;260;4.01
120;40;4.4;20;260;3.98
150;40;4.4;20;260;4.03
180;40;4.4;20;260;4.19
210;40;4.4;20;260;4.43
240;40;4.4;20;260;4.66
270;40;4.4;20;260;4.82
300;40;4.4;20;260;4.88
330;40;4.4;20;260;4.74
360;40;4.4;20;260;4.53
30;50;4.4;20;260;4.2
60;50;4.4;20;260;3.89
90;50;4.4;20;260;3.74
120;50;4.4;20;260;3.73
150;50;4.4;20;260;3.82
180;50;4.4;20;260;4.06
210;50;4.4;20;260;4.43
240;50;4.4;20;260;4.79
270;50;4.4;20;260;5.04
300;50;4.4;20;260;5.12
330;50;4.4;20;260;4.9
360;50;4.4;20;260;4.57
30;0;4.5;20;260;4.54
30;10;4.5;20;260;4.54
60;0;4.5;20;260;4.53
60;10;4.5;20;260;4.53
90;0;4.5;20;260;4.52
90;10;4.5;20;260;4.52
120;0;4.5;20;260;4.52
120;10;4.5;20;260;4.52
150;0;4.5;20;260;4.52
150;10;4.5;20;260;4.52
180;0;4.5;20;260;4.52
180;10;4.5;20;260;4.52
210;0;4.5;20;260;4.54
210;10;4.5;20;260;4.54
240;0;4.5;20;260;4.55
240;10;4.5;20;260;4.55
270;0;4.5;20;260;4.56
270;10;4.5;20;260;4.56
300;0;4.5;20;260;4.56
300;10;4.5;20;260;4.56
330;0;4.5;20;260;4.56
330;10;4.5;20;260;4.56
360;0;4.5;20;260;4.55
360;10;4.5;20;260;4.55
30;20;4.5;20;260;4.54
60;20;4.5;20;260;4.49
90;20;4.5;20;260;4.45
120;20;4.5;20;260;4.43
150;20;4.5;20;260;4.44
180;20;4.5;20;260;4.47
210;20;4.5;20;260;4.52
240;20;4.5;20;260;4.59
270;20;4.5;20;260;4.63
300;20;4.5;20;260;4.65
330;20;4.5;20;260;4.64
360;20;4.5;20;260;4.6
30;30;4.5;20;260;4.48
60;30;4.5;20;260;4.38
90;30;4.5;20;260;4.32
120;30;4.5;20;260;4.28
150;30;4.5;20;260;4.31
180;30;4.5;20;260;4.4
210;30;4.5;20;260;4.52
240;30;4.5;20;260;4.65
270;30;4.5;20;260;4.75
300;30;4.5;20;260;4.79
330;30;4.5;20;260;4.73
360;30;4.5;20;260;4.61
30;40;4.5;20;260;4.4
60;40;4.5;20;260;4.21
90;40;4.5;20;260;4.11
120;40;4.5;20;260;4.08
150;40;4.5;20;260;4.14
180;40;4.5;20;260;4.29
210;40;4.5;20;260;4.52
240;40;4.5;20;260;4.75
270;40;4.5;20;260;4.91
300;40;4.5;20;260;4.98
330;40;4.5;20;260;4.84
360;40;4.5;20;260;4.63
30;50;4.5;20;260;4.3
60;50;4.5;20;260;3.99
90;50;4.5;20;260;3.85
120;50;4.5;20;260;3.83
150;50;4.5;20;260;3.93
180;50;4.5;20;260;4.16
210;50;4.5;20;260;4.53
240;50;4.5;20;260;4.89
270;50;4.5;20;260;5.13
300;50;4.5;20;260;5.22
330;50;4.5;20;260;5
360;50;4.5;20;260;4.66
30;0;4.6;20;260;4.65
30;10;4.6;20;260;4.65
60;0;4.6;20;260;4.64
60;10;4.6;20;260;4.64
90;0;4.6;20;260;4.63
90;10;4.6;20;260;4.63
120;0;4.6;20;260;4.62
120;10;4.6;20;260;4.62
150;0;4.6;20;260;4.62
150;10;4.6;20;260;4.62
180;0;4.6;20;260;4.63
180;10;4.6;20;260;4.63
210;0;4.6;20;260;4.64
210;10;4.6;20;260;4.64
240;0;4.6;20;260;4.65
240;10;4.6;20;260;4.65
270;0;4.6;20;260;4.66
270;10;4.6;20;260;4.66
300;0;4.6;20;260;4.67
300;10;4.6;20;260;4.67
330;0;4.6;20;260;4.67
330;10;4.6;20;260;4.67
360;0;4.6;20;260;4.66
360;10;4.6;20;260;4.66
30;20;4.6;20;260;4.64
60;20;4.6;20;260;4.59
90;20;4.6;20;260;4.55
120;20;4.6;20;260;4.53
150;20;4.6;20;260;4.54
180;20;4.6;20;260;4.58
210;20;4.6;20;260;4.63
240;20;4.6;20;260;4.69
270;20;4.6;20;260;4.74
300;20;4.6;20;260;4.76
330;20;4.6;20;260;4.75
360;20;4.6;20;260;4.7
30;30;4.6;20;260;4.59
60;30;4.6;20;260;4.48
90;30;4.6;20;260;4.42
120;30;4.6;20;260;4.39
150;30;4.6;20;260;4.42
180;30;4.6;20;260;4.5
210;30;4.6;20;260;4.63
240;30;4.6;20;260;4.75
270;30;4.6;20;260;4.85
300;30;4.6;20;260;4.89
330;30;4.6;20;260;4.83
360;30;4.6;20;260;4.71
30;40;4.6;20;260;4.5
60;40;4.6;20;260;4.31
90;40;4.6;20;260;4.22
120;40;4.6;20;260;4.19
150;40;4.6;20;260;4.25
180;40;4.6;20;260;4.4
210;40;4.6;20;260;4.63
240;40;4.6;20;260;4.85
270;40;4.6;20;260;5.01
300;40;4.6;20;260;5.08
330;40;4.6;20;260;4.94
360;40;4.6;20;260;4.73
30;50;4.6;20;260;4.4
60;50;4.6;20;260;4.1
90;50;4.6;20;260;3.96
120;50;4.6;20;260;3.95
150;50;4.6;20;260;4.04
180;50;4.6;20;260;4.26
210;50;4.6;20;260;4.63
240;50;4.6;20;260;4.98
270;50;4.6;20;260;5.23
300;50;4.6;20;260;5.32
330;50;4.6;20;260;5.1
360;50;4.6;20;260;4.76
30;0;4.7;20;260;4.74
30;10;4.7;20;260;4.74
60;0;4.7;20;260;4.73
60;10;4.7;20;260;4.73
90;0;4.7;20;260;4.72
90;10;4.7;20;260;4.72
120;0;4.7;20;260;4.71
120;10;4.7;20;260;4.71
150;0;4.7;20;260;4.71
150;10;4.7;20;260;4.71
180;0;4.7;20;260;4.72
180;10;4.7;20;260;4.72
210;0;4.7;20;260;4.73
210;10;4.7;20;260;4.73
240;0;4.7;20;260;4.74
240;10;4.7;20;260;4.74
270;0;4.7;20;260;4.75
270;10;4.7;20;260;4.75
300;0;4.7;20;260;4.76
300;10;4.7;20;260;4.76
330;0;4.7;20;260;4.76
330;10;4.7;20;260;4.76
360;0;4.7;20;260;4.75
360;10;4.7;20;260;4.75
30;20;4.7;20;260;4.74
60;20;4.7;20;260;4.68
90;20;4.7;20;260;4.64
120;20;4.7;20;260;4.63
150;20;4.7;20;260;4.63
180;20;4.7;20;260;4.67
210;20;4.7;20;260;4.72
240;20;4.7;20;260;4.78
270;20;4.7;20;260;4.83
300;20;4.7;20;260;4.85
330;20;4.7;20;260;4.84
360;20;4.7;20;260;4.79
30;30;4.7;20;260;4.68
60;30;4.7;20;260;4.58
90;30;4.7;20;260;4.52
120;30;4.7;20;260;4.49
150;30;4.7;20;260;4.51
180;30;4.7;20;260;4.6
210;30;4.7;20;260;4.72
240;30;4.7;20;260;4.85
270;30;4.7;20;260;4.94
300;30;4.7;20;260;4.98
330;30;4.7;20;260;4.92
360;30;4.7;20;260;4.81
30;40;4.7;20;260;4.6
60;40;4.7;20;260;4.41
90;40;4.7;20;260;4.32
120;40;4.7;20;260;4.29
150;40;4.7;20;260;4.34
180;40;4.7;20;260;4.5
210;40;4.7;20;260;4.72
240;40;4.7;20;260;4.94
270;40;4.7;20;260;5.11
300;40;4.7;20;260;5.17
330;40;4.7;20;260;5.03
360;40;4.7;20;260;4.82
30;50;4.7;20;260;4.5
60;50;4.7;20;260;4.2
90;50;4.7;20;260;4.06
120;50;4.7;20;260;4.05
150;50;4.7;20;260;4.14
180;50;4.7;20;260;4.36
210;50;4.7;20;260;4.72
240;50;4.7;20;260;5.07
270;50;4.7;20;260;5.32
300;50;4.7;20;260;5.41
330;50;4.7;20;260;5.19
360;50;4.7;20;260;4.86
30;0;4.8;20;260;4.84
30;10;4.8;20;260;4.84
60;0;4.8;20;260;4.83
60;10;4.8;20;260;4.83
90;0;4.8;20;260;4.82
90;10;4.8;20;260;4.82
120;0;4.8;20;260;4.82
120;10;4.8;20;260;4.82
150;0;4.8;20;260;4.82
150;10;4.8;20;260;4.82
180;0;4.8;20;260;4.82
180;10;4.8;20;260;4.82
210;0;4.8;20;260;4.83
210;10;4.8;20;260;4.83
240;0;4.8;20;260;4.85
240;10;4.8;20;260;4.85
270;0;4.8;20;260;4.85
270;10;4.8;20;260;4.85
300;0;4.8;20;260;4.86
300;10;4.8;20;260;4.86
330;0;4.8;20;260;4.86
330;10;4.8;20;260;4.86
360;0;4.8;20;260;4.85
360;10;4.8;20;260;4.85
30;20;4.8;20;260;4.84
60;20;4.8;20;260;4.79
90;20;4.8;20;260;4.75
120;20;4.8;20;260;4.73
150;20;4.8;20;260;4.74
180;20;4.8;20;260;4.77
210;20;4.8;20;260;4.82
240;20;4.8;20;260;4.88
270;20;4.8;20;260;4.93
300;20;4.8;20;260;4.95
330;20;4.8;20;260;4.94
360;20;4.8;20;260;4.89
30;30;4.8;20;260;4.78
60;30;4.8;20;260;4.68
90;30;4.8;20;260;4.62
120;30;4.8;20;260;4.59
150;30;4.8;20;260;4.62
180;30;4.8;20;260;4.7
210;30;4.8;20;260;4.82
240;30;4.8;20;260;4.95
270;30;4.8;20;260;5.04
300;30;4.8;20;260;5.08
330;30;4.8;20;260;5.02
360;30;4.8;20;260;4.91
30;40;4.8;20;260;4.7
60;40;4.8;20;260;4.52
90;40;4.8;20;260;4.43
120;40;4.8;20;260;4.4
150;40;4.8;20;260;4.45
180;40;4.8;20;260;4.6
210;40;4.8;20;260;4.82
240;40;4.8;20;260;5.04
270;40;4.8;20;260;5.2
300;40;4.8;20;260;5.27
330;40;4.8;20;260;5.13
360;40;4.8;20;260;4.92
30;50;4.8;20;260;4.6
60;50;4.8;20;260;4.31
90;50;4.8;20;260;4.17
120;50;4.8;20;260;4.16
150;50;4.8;20;260;4.24
180;50;4.8;20;260;4.46
210;50;4.8;20;260;4.82
240;50;4.8;20;260;5.17
270;50;4.8;20;260;5.41
300;50;4.8;20;260;5.5
330;50;4.8;20;260;5.28
360;50;4.8;20;260;4.96
30;0;4.9;20;260;4.95
30;10;4.9;20;260;4.95
60;0;4.9;20;260;4.94
60;10;4.9;20;260;4.94
90;0;4.9;20;260;4.93
90;10;4.9;20;260;4.93
120;0;4.9;20;260;4.92
120;10;4.9;20;260;4.92
150;0;4.9;20;260;4.92
150;10;4.9;20;260;4.92
180;0;4.9;20;260;4.93
180;10;4.9;20;260;4.93
210;0;4.9;20;260;4.94
210;10;4.9;20;260;4.94
240;0;4.9;20;260;4.95
240;10;4.9;20;260;4.95
270;0;4.9;20;260;4.96
270;10;4.9;20;260;4.96
300;0;4.9;20;260;4.97
300;10;4.9;20;260;4.97
330;0;4.9;20;260;4.97
330;10;4.9;20;260;4.97
360;0;4.9;20;260;4.96
360;10;4.9;20;260;4.96
30;20;4.9;20;260;4.94
60;20;4.9;20;260;4.89
90;20;4.9;20;260;4.86
120;20;4.9;20;260;4.84
150;20;4.9;20;260;4.85
180;20;4.9;20;260;4.88
210;20;4.9;20;260;4.93
240;20;4.9;20;260;4.99
270;20;4.9;20;260;5.03
300;20;4.9;20;260;5.05
330;20;4.9;20;260;5.04
360;20;4.9;20;260;5
30;30;4.9;20;260;4.89
60;30;4.9;20;260;4.79
90;30;4.9;20;260;4.73
120;30;4.9;20;260;4.7
150;30;4.9;20;260;4.73
180;30;4.9;20;260;4.81
210;30;4.9;20;260;4.92
240;30;4.9;20;260;5.05
270;30;4.9;20;260;5.15
300;30;4.9;20;260;5.19
330;30;4.9;20;260;5.13
360;30;4.9;20;260;5.01
30;40;4.9;20;260;4.8
60;40;4.9;20;260;4.63
90;40;4.9;20;260;4.54
120;40;4.9;20;260;4.51
150;40;4.9;20;260;4.56
180;40;4.9;20;260;4.71
210;40;4.9;20;260;4.92
240;40;4.9;20;260;5.14
