WindDirection;WindSpeed;WaterLevel;StormDuration;PhaseDifference;WaterLevelRPB
60;20;4.1;40;260;4.04
90;20;4.1;40;260;3.99
120;20;4.1;40;260;3.96
150;20;4.1;40;260;3.97
180;20;4.1;40;260;4.01
210;20;4.1;40;260;4.08
240;20;4.1;40;260;4.15
270;20;4.1;40;260;4.21
300;20;4.1;40;260;4.23
330;20;4.1;40;260;4.22
360;20;4.1;40;260;4.17
30;30;4.1;40;260;4.04
60;30;4.1;40;260;3.91
90;30;4.1;40;260;3.84
120;30;4.1;40;260;3.79
150;30;4.1;40;260;3.81
180;30;4.1;40;260;3.91
210;30;4.1;40;260;4.07
240;30;4.1;40;260;4.23
270;30;4.1;40;260;4.35
300;30;4.1;40;260;4.41
330;30;4.1;40;260;4.34
360;30;4.1;40;260;4.2
30;40;4.1;40;260;3.94
60;40;4.1;40;260;3.71
90;40;4.1;40;260;3.59
120;40;4.1;40;260;3.55
150;40;4.1;40;260;3.61
180;40;4.1;40;260;3.79
210;40;4.1;40;260;4.08
240;40;4.1;40;260;4.36
270;40;4.1;40;260;4.56
300;40;4.1;40;260;4.65
330;40;4.1;40;260;4.48
360;40;4.1;40;260;4.23
30;50;4.1;40;260;3.82
60;50;4.1;40;260;3.46
90;50;4.1;40;260;3.27
120;50;4.1;40;260;3.24
150;50;4.1;40;260;3.35
180;50;4.1;40;260;3.65
210;50;4.1;40;260;4.09
240;50;4.1;40;260;4.52
270;50;4.1;40;260;4.82
300;50;4.1;40;260;4.93
330;50;4.1;40;260;4.65
360;50;4.1;40;260;4.26
30;0;4.2;40;260;4.19
30;10;4.2;40;260;4.19
60;0;4.2;40;260;4.17
60;10;4.2;40;260;4.17
90;0;4.2;40;260;4.16
90;10;4.2;40;260;4.16
120;0;4.2;40;260;4.15
120;10;4.2;40;260;4.15
150;0;4.2;40;260;4.15
150;10;4.2;40;260;4.15
180;0;4.2;40;260;4.16
180;10;4.2;40;260;4.16
210;0;4.2;40;260;4.18
210;10;4.2;40;260;4.18
240;0;4.2;40;260;4.2
240;10;4.2;40;260;4.2
270;0;4.2;40;260;4.21
270;10;4.2;40;260;4.21
300;0;4.2;40;260;4.22
300;10;4.2;40;260;4.22
330;0;4.2;40;260;4.22
330;10;4.2;40;260;4.22
360;0;4.2;40;260;4.21
360;10;4.2;40;260;4.21
30;20;4.2;40;260;4.19
60;20;4.2;40;260;4.13
90;20;4.2;40;260;4.09
120;20;4.2;40;260;4.06
150;20;4.2;40;260;4.06
180;20;4.2;40;260;4.11
210;20;4.2;40;260;4.17
240;20;4.2;40;260;4.24
270;20;4.2;40;260;4.29
300;20;4.2;40;260;4.32
330;20;4.2;40;260;4.31
360;20;4.2;40;260;4.26
30;30;4.2;40;260;4.13
60;30;4.2;40;260;4
90;30;4.2;40;260;3.93
120;30;4.2;40;260;3.89
150;30;4.2;40;260;3.91
180;30;4.2;40;260;4.01
210;30;4.2;40;260;4.17
240;30;4.2;40;260;4.32
270;30;4.2;40;260;4.44
300;30;4.2;40;260;4.49
330;30;4.2;40;260;4.42
360;30;4.2;40;260;4.29
30;40;4.2;40;260;4.03
60;40;4.2;40;260;3.8
90;40;4.2;40;260;3.69
120;40;4.2;40;260;3.65
150;40;4.2;40;260;3.71
180;40;4.2;40;260;3.89
210;40;4.2;40;260;4.17
240;40;4.2;40;260;4.45
270;40;4.2;40;260;4.65
300;40;4.2;40;260;4.73
330;40;4.2;40;260;4.57
360;40;4.2;40;260;4.32
30;50;4.2;40;260;3.91
60;50;4.2;40;260;3.55
90;50;4.2;40;260;3.37
120;50;4.2;40;260;3.34
150;50;4.2;40;260;3.45
180;50;4.2;40;260;3.75
210;50;4.2;40;260;4.19
240;50;4.2;40;260;4.62
270;50;4.2;40;260;4.91
300;50;4.2;40;260;5.02
330;50;4.2;40;260;4.75
360;50;4.2;40;260;4.36
30;0;4.3;40;260;4.29
30;10;4.3;40;260;4.29
60;0;4.3;40;260;4.27
60;10;4.3;40;260;4.27
90;0;4.3;40;260;4.26
90;10;4.3;40;260;4.26
120;0;4.3;40;260;4.25
120;10;4.3;40;260;4.25
150;0;4.3;40;260;4.25
150;10;4.3;40;260;4.25
180;0;4.3;40;260;4.26
180;10;4.3;40;260;4.26
210;0;4.3;40;260;4.28
210;10;4.3;40;260;4.28
240;0;4.3;40;260;4.3
240;10;4.3;40;260;4.3
270;0;4.3;40;260;4.31
270;10;4.3;40;260;4.31
300;0;4.3;40;260;4.32
300;10;4.3;40;260;4.32
330;0;4.3;40;260;4.32
330;10;4.3;40;260;4.32
360;0;4.3;40;260;4.31
360;10;4.3;40;260;4.31
30;20;4.3;40;260;4.29
60;20;4.3;40;260;4.24
90;20;4.3;40;260;4.19
120;20;4.3;40;260;4.16
150;20;4.3;40;260;4.17
180;20;4.3;40;260;4.21
210;20;4.3;40;260;4.27
240;20;4.3;40;260;4.34
270;20;4.3;40;260;4.39
300;20;4.3;40;260;4.42
330;20;4.3;40;260;4.41
360;20;4.3;40;260;4.35
30;30;4.3;40;260;4.23
60;30;4.3;40;260;4.11
90;30;4.3;40;260;4.03
120;30;4.3;40;260;3.99
150;30;4.3;40;260;4.01
180;30;4.3;40;260;4.11
210;30;4.3;40;260;4.27
240;30;4.3;40;260;4.42
270;30;4.3;40;260;4.54
300;30;4.3;40;260;4.59
330;30;4.3;40;260;4.52
360;30;4.3;40;260;4.39
30;40;4.3;40;260;4.14
60;40;4.3;40;260;3.91
90;40;4.3;40;260;3.79
120;40;4.3;40;260;3.75
150;40;4.3;40;260;3.81
180;40;4.3;40;260;3.99
210;40;4.3;40;260;4.27
240;40;4.3;40;260;4.55
270;40;4.3;40;260;4.75
300;40;4.3;40;260;4.83
330;40;4.3;40;260;4.67
360;40;4.3;40;260;4.42
30;50;4.3;40;260;4.02
60;50;4.3;40;260;3.66
90;50;4.3;40;260;3.48
120;50;4.3;40;260;3.45
150;50;4.3;40;260;3.56
180;50;4.3;40;260;3.85
210;50;4.3;40;260;4.28
240;50;4.3;40;260;4.71
270;50;4.3;40;260;5.01
300;50;4.3;40;260;5.11
330;50;4.3;40;260;4.84
360;50;4.3;40;260;4.45
30;0;4.4;40;260;4.4
30;10;4.4;40;260;4.4
60;0;4.4;40;260;4.38
60;10;4.4;40;260;4.38
90;0;4.4;40;260;4.36
90;10;4.4;40;260;4.36
120;0;4.4;40;260;4.35
120;10;4.4;40;260;4.35
150;0;4.4;40;260;4.36
150;10;4.4;40;260;4.36
180;0;4.4;40;260;4.37
180;10;4.4;40;260;4.37
210;0;4.4;40;260;4.38
210;10;4.4;40;260;4.38
240;0;4.4;40;260;4.4
240;10;4.4;40;260;4.4
270;0;4.4;40;260;4.42
270;10;4.4;40;260;4.42
300;0;4.4;40;260;4.42
300;10;4.4;40;260;4.42
330;0;4.4;40;260;4.42
330;10;4.4;40;260;4.42
360;0;4.4;40;260;4.41
360;10;4.4;40;260;4.41
30;20;4.4;40;260;4.4
60;20;4.4;40;260;4.34
90;20;4.4;40;260;4.29
120;20;4.4;40;260;4.26
150;20;4.4;40;260;4.27
180;20;4.4;40;260;4.3
210;20;4.4;40;260;4.37
240;20;4.4;40;260;4.44
270;20;4.4;40;260;4.5
300;20;4.4;40;260;4.52
330;20;4.4;40;260;4.51
360;20;4.4;40;260;4.46
30;30;4.4;40;260;4.34
60;30;4.4;40;260;4.21
90;30;4.4;40;260;4.14
120;30;4.4;40;260;4.09
150;30;4.4;40;260;4.11
180;30;4.4;40;260;4.21
210;30;4.4;40;260;4.36
240;30;4.4;40;260;4.52
270;30;4.4;40;260;4.64
300;30;4.4;40;260;4.69
330;30;4.4;40;260;4.62
360;30;4.4;40;260;4.49
30;40;4.4;40;260;4.24
60;40;4.4;40;260;4.01
90;40;4.4;40;260;3.9
120;40;4.4;40;260;3.85
150;40;4.4;40;260;3.91
180;40;4.4;40;260;4.09
210;40;4.4;40;260;4.37
240;40;4.4;40;260;4.64
270;40;4.4;40;260;4.84
300;40;4.4;40;260;4.93
330;40;4.4;40;260;4.77
360;40;4.4;40;260;4.52
30;50;4.4;40;260;4.12
60;50;4.4;40;260;3.76
90;50;4.4;40;260;3.58
120;50;4.4;40;260;3.55
150;50;4.4;40;260;3.66
180;50;4.4;40;260;3.95
210;50;4.4;40;260;4.38
240;50;4.4;40;260;4.81
270;50;4.4;40;260;5.1
300;50;4.4;40;260;5.21
330;50;4.4;40;260;4.94
360;50;4.4;40;260;4.55
30;0;4.5;40;260;4.5
30;10;4.5;40;260;4.5
60;0;4.5;40;260;4.48
60;10;4.5;40;260;4.48
90;0;4.5;40;260;4.46
90;10;4.5;40;260;4.46
120;0;4.5;40;260;4.45
120;10;4.5;40;260;4.45
150;0;4.5;40;260;4.46
150;10;4.5;40;260;4.46
180;0;4.5;40;260;4.47
180;10;4.5;40;260;4.47
210;0;4.5;40;260;4.48
210;10;4.5;40;260;4.48
240;0;4.5;40;260;4.5
240;10;4.5;40;260;4.5
270;0;4.5;40;260;4.52
270;10;4.5;40;260;4.52
300;0;4.5;40;260;4.53
300;10;4.5;40;260;4.53
330;0;4.5;40;260;4.52
330;10;4.5;40;260;4.52
360;0;4.5;40;260;4.51
360;10;4.5;40;260;4.51
30;20;4.5;40;260;4.5
60;20;4.5;40;260;4.44
90;20;4.5;40;260;4.4
120;20;4.5;40;260;4.37
150;20;4.5;40;260;4.37
180;20;4.5;40;260;4.41
210;20;4.5;40;260;4.47
240;20;4.5;40;260;4.54
270;20;4.5;40;260;4.6
300;20;4.5;40;260;4.62
330;20;4.5;40;260;4.61
360;20;4.5;40;260;4.56
30;30;4.5;40;260;4.44
60;30;4.5;40;260;4.31
90;30;4.5;40;260;4.24
120;30;4.5;40;260;4.2
150;30;4.5;40;260;4.22
180;30;4.5;40;260;4.32
210;30;4.5;40;260;4.47
240;30;4.5;40;260;4.62
270;30;4.5;40;260;4.74
300;30;4.5;40;260;4.79
330;30;4.5;40;260;4.73
360;30;4.5;40;260;4.59
30;40;4.5;40;260;4.34
60;40;4.5;40;260;4.12
90;40;4.5;40;260;4
120;40;4.5;40;260;3.96
150;40;4.5;40;260;4.02
180;40;4.5;40;260;4.2
210;40;4.5;40;260;4.47
240;40;4.5;40;260;4.75
270;40;4.5;40;260;4.94
300;40;4.5;40;260;5.02
330;40;4.5;40;260;4.86
360;40;4.5;40;260;4.62
30;50;4.5;40;260;4.22
60;50;4.5;40;260;3.87
90;50;4.5;40;260;3.69
120;50;4.5;40;260;3.66
150;50;4.5;40;260;3.76
180;50;4.5;40;260;4.05
210;50;4.5;40;260;4.48
240;50;4.5;40;260;4.9
270;50;4.5;40;260;5.2
300;50;4.5;40;260;5.3
330;50;4.5;40;260;5.04
360;50;4.5;40;260;4.66
30;0;4.6;40;260;4.6
30;10;4.6;40;260;4.6
60;0;4.6;40;260;4.59
60;10;4.6;40;260;4.59
90;0;4.6;40;260;4.57
90;10;4.6;40;260;4.57
120;0;4.6;40;260;4.56
120;10;4.6;40;260;4.56
150;0;4.6;40;260;4.56
150;10;4.6;40;260;4.56
180;0;4.6;40;260;4.57
180;10;4.6;40;260;4.57
210;0;4.6;40;260;4.59
210;10;4.6;40;260;4.59
240;0;4.6;40;260;4.61
240;10;4.6;40;260;4.61
270;0;4.6;40;260;4.62
270;10;4.6;40;260;4.62
300;0;4.6;40;260;4.63
300;10;4.6;40;260;4.63
330;0;4.6;40;260;4.63
330;10;4.6;40;260;4.63
360;0;4.6;40;260;4.62
360;10;4.6;40;260;4.62
30;20;4.6;40;260;4.6
60;20;4.6;40;260;4.55
90;20;4.6;40;260;4.5
120;20;4.6;40;260;4.47
150;20;4.6;40;260;4.48
180;20;4.6;40;260;4.52
210;20;4.6;40;260;4.58
240;20;4.6;40;260;4.65
270;20;4.6;40;260;4.7
300;20;4.6;40;260;4.73
330;20;4.6;40;260;4.72
360;20;4.6;40;260;4.66
30;30;4.6;40;260;4.54
60;30;4.6;40;260;4.42
90;30;4.6;40;260;4.35
120;30;4.6;40;260;4.3
150;30;4.6;40;260;4.33
180;30;4.6;40;260;4.42
210;30;4.6;40;260;4.57
240;30;4.6;40;260;4.73
270;30;4.6;40;260;4.84
300;30;4.6;40;260;4.9
330;30;4.6;40;260;4.83
360;30;4.6;40;260;4.7
30;40;4.6;40;260;4.45
60;40;4.6;40;260;4.23
90;40;4.6;40;260;4.11
120;40;4.6;40;260;4.07
150;40;4.6;40;260;4.12
180;40;4.6;40;260;4.3
210;40;4.6;40;260;4.57
240;40;4.6;40;260;4.85
270;40;4.6;40;260;5.04
300;40;4.6;40;260;5.13
330;40;4.6;40;260;4.97
360;40;4.6;40;260;4.73
30;50;4.6;40;260;4.33
60;50;4.6;40;260;3.98
90;50;4.6;40;260;3.8
120;50;4.6;40;260;3.77
150;50;4.6;40;260;3.87
180;50;4.6;40;260;4.15
210;50;4.6;40;260;4.58
240;50;4.6;40;260;5
270;50;4.6;40;260;5.29
300;50;4.6;40;260;5.4
330;50;4.6;40;260;5.14
360;50;4.6;40;260;4.76
30;0;4.7;40;260;4.7
30;10;4.7;40;260;4.7
60;0;4.7;40;260;4.69
60;10;4.7;40;260;4.69
90;0;4.7;40;260;4.67
90;10;4.7;40;260;4.67
120;0;4.7;40;260;4.66
120;10;4.7;40;260;4.66
150;0;4.7;40;260;4.66
150;10;4.7;40;260;4.66
180;0;4.7;40;260;4.67
180;10;4.7;40;260;4.67
210;0;4.7;40;260;4.69
210;10;4.7;40;260;4.69
240;0;4.7;40;260;4.71
240;10;4.7;40;260;4.71
270;0;4.7;40;260;4.72
270;10;4.7;40;260;4.72
300;0;4.7;40;260;4.73
300;10;4.7;40;260;4.73
330;0;4.7;40;260;4.73
330;10;4.7;40;260;4.73
360;0;4.7;40;260;4.72
360;10;4.7;40;260;4.72
30;20;4.7;40;260;4.7
60;20;4.7;40;260;4.65
90;20;4.7;40;260;4.6
120;20;4.7;40;260;4.57
150;20;4.7;40;260;4.57
180;20;4.7;40;260;4.61
210;20;4.7;40;260;4.68
240;20;4.7;40;260;4.75
270;20;4.7;40;260;4.8
300;20;4.7;40;260;4.83
330;20;4.7;40;260;4.82
360;20;4.7;40;260;4.76
30;30;4.7;40;260;4.65
60;30;4.7;40;260;4.52
90;30;4.7;40;260;4.45
120;30;4.7;40;260;4.4
150;30;4.7;40;260;4.42
180;30;4.7;40;260;4.52
210;30;4.7;40;260;4.67
240;30;4.7;40;260;4.82
270;30;4.7;40;260;4.94
300;30;4.7;40;260;5
330;30;4.7;40;260;4.93
360;30;4.7;40;260;4.8
30;40;4.7;40;260;4.55
60;40;4.7;40;260;4.33
90;40;4.7;40;260;4.21
120;40;4.7;40;260;4.17
150;40;4.7;40;260;4.22
180;40;4.7;40;260;4.4
210;40;4.7;40;260;4.67
240;40;4.7;40;260;4.94
270;40;4.7;40;260;5.14
300;40;4.7;40;260;5.23
330;40;4.7;40;260;5.07
360;40;4.7;40;260;4.83
30;50;4.7;40;260;4.43
60;50;4.7;40;260;4.08
90;50;4.7;40;260;3.9
120;50;4.7;40;260;3.87
150;50;4.7;40;260;3.98
180;50;4.7;40;260;4.26
210;50;4.7;40;260;4.68
240;50;4.7;40;260;5.1
270;50;4.7;40;260;5.39
300;50;4.7;40;260;5.5
330;50;4.7;40;260;5.24
360;50;4.7;40;260;4.86
30;0;4.8;40;260;4.8
30;10;4.8;40;260;4.8
60;0;4.8;40;260;4.78
60;10;4.8;40;260;4.78
90;0;4.8;40;260;4.76
90;10;4.8;40;260;4.76
120;0;4.8;40;260;4.75
120;10;4.8;40;260;4.75
150;0;4.8;40;260;4.76
150;10;4.8;40;260;4.76
180;0;4.8;40;260;4.77
180;10;4.8;40;260;4.77
210;0;4.8;40;260;4.78
210;10;4.8;40;260;4.78
240;0;4.8;40;260;4.8
240;10;4.8;40;260;4.8
270;0;4.8;40;260;4.82
270;10;4.8;40;260;4.82
300;0;4.8;40;260;4.82
300;10;4.8;40;260;4.82
330;0;4.8;40;260;4.82
330;10;4.8;40;260;4.82
360;0;4.8;40;260;4.81
360;10;4.8;40;260;4.81
30;20;4.8;40;260;4.8
60;20;4.8;40;260;4.74
90;20;4.8;40;260;4.7
120;20;4.8;40;260;4.67
150;20;4.8;40;260;4.67
180;20;4.8;40;260;4.71
210;20;4.8;40;260;4.77
240;20;4.8;40;260;4.84
270;20;4.8;40;260;4.9
300;20;4.8;40;260;4.93
330;20;4.8;40;260;4.91
360;20;4.8;40;260;4.86
30;30;4.8;40;260;4.74
60;30;4.8;40;260;4.62
90;30;4.8;40;260;4.55
120;30;4.8;40;260;4.5
150;30;4.8;40;260;4.52
180;30;4.8;40;260;4.62
210;30;4.8;40;260;4.76
240;30;4.8;40;260;4.92
270;30;4.8;40;260;5.03
300;30;4.8;40;260;5.09
330;30;4.8;40;260;5.02
360;30;4.8;40;260;4.89
30;40;4.8;40;260;4.65
60;40;4.8;40;260;4.43
90;40;4.8;40;260;4.31
120;40;4.8;40;260;4.27
150;40;4.8;40;260;4.33
180;40;4.8;40;260;4.5
210;40;4.8;40;260;4.77
240;40;4.8;40;260;5.04
270;40;4.8;40;260;5.23
300;40;4.8;40;260;5.32
330;40;4.8;40;260;5.16
360;40;4.8;40;260;4.92
30;50;4.8;40;260;4.53
60;50;4.8;40;260;4.19
90;50;4.8;40;260;4.01
120;50;4.8;40;260;3.98
150;50;4.8;40;260;4.08
180;50;4.8;40;260;4.36
210;50;4.8;40;260;4.78
240;50;4.8;40;260;5.19
270;50;4.8;40;260;5.48
300;50;4.8;40;260;5.6
330;50;4.8;40;260;5.34
360;50;4.8;40;260;4.96
30;0;4.9;40;260;4.9
30;10;4.9;40;260;4.9
60;0;4.9;40;260;4.89
60;10;4.9;40;260;4.89
90;0;4.9;40;260;4.87
90;10;4.9;40;260;4.87
120;0;4.9;40;260;4.86
120;10;4.9;40;260;4.86
150;0;4.9;40;260;4.86
150;10;4.9;40;260;4.86
180;0;4.9;40;260;4.87
180;10;4.9;40;260;4.87
210;0;4.9;40;260;4.89
210;10;4.9;40;260;4.89
240;0;4.9;40;260;4.91
240;10;4.9;40;260;4.91
270;0;4.9;40;260;4.93
270;10;4.9;40;260;4.93
300;0;4.9;40;260;4.93
300;10;4.9;40;260;4.93
330;0;4.9;40;260;4.93
330;10;4.9;40;260;4.93
360;0;4.9;40;260;4.92
360;10;4.9;40;260;4.92
30;20;4.9;40;260;4.9
60;20;4.9;40;260;4.85
90;20;4.9;40;260;4.81
120;20;4.9;40;260;4.78
150;20;4.9;40;260;4.78
180;20;4.9;40;260;4.82
210;20;4.9;40;260;4.88
240;20;4.9;40;260;4.95
270;20;4.9;40;260;5
300;20;4.9;40;260;5.02
330;20;4.9;40;260;5.01
360;20;4.9;40;260;4.96
30;30;4.9;40;260;4.85
60;30;4.9;40;260;4.73
90;30;4.9;40;260;4.66
120;30;4.9;40;260;4.61
150;30;4.9;40;260;4.63
180;30;4.9;40;260;4.72
210;30;4.9;40;260;4.87
240;30;4.9;40;260;5.02
270;30;4.9;40;260;5.14
300;30;4.9;40;260;5.19
330;30;4.9;40;260;5.13
360;30;4.9;40;260;5
30;40;4.9;40;260;4.76
60;40;4.9;40;260;4.54
90;40;4.9;40;260;4.42
120;40;4.9;40;260;4.38
150;40;4.9;40;260;4.43
180;40;4.9;40;260;4.61
210;40;4.9;40;260;4.87
240;40;4.9;40;260;5.14
270;40;4.9;40;260;5.33
300;40;4.9;40;260;5.42
330;40;4.9;40;260;5.26
360;40;4.9;40;260;5.02
30;50;4.9;40;260;4.64
60;50;4.9;40;260;4.3
90;50;4.9;40;260;4.12
120;50;4.9;40;260;4.09
150;50;4.9;40;260;4.19
180;50;4.9;40;260;4.46
210;50;4.9;40;260;4.88
240;50;4.9;40;260;5.29
270;50;4.9;40;260;5.58
300;50;4.9;40;260;5.68
330;50;4.9;40;260;5.43
360;50;4.9;40;260;5.06
30;0;5;40;260;5
30;10;5;40;260;5
60;0;5;40;260;4.98
60;10;5;40;260;4.98
90;0;5;40;260;4.97
90;10;5;40;260;4.97
120;0;5;40;260;4.96
120;10;5;40;260;4.96
150;0;5;40;260;4.96
150;10;5;40;260;4.96
180;0;5;40;260;4.97
180;10;5;40;260;4.97
210;0;5;40;260;4.99
210;10;5;40;260;4.99
240;0;5;40;260;5.01
240;10;5;40;260;5.01
270;0;5;40;260;5.02
270;10;5;40;260;5.02
300;0;5;40;260;5.03
300;10;5;40;260;5.03
330;0;5;40;260;5.03
330;10;5;40;260;5.03
360;0;5;40;260;5.02
360;10;5;40;260;5.02
30;20;5;40;260;5
60;20;5;40;260;4.95
90;20;5;40;260;4.9
120;20;5;40;260;4.88
150;20;5;40;260;4.88
180;20;5;40;260;4.92
210;20;5;40;260;4.98
240;20;5;40;260;5.05
270;20;5;40;260;5.1
300;20;5;40;260;5.12
330;20;5;40;260;5.11
360;20;5;40;260;5.06
30;30;5;40;260;4.95
60;30;5;40;260;4.83
90;30;5;40;260;4.76
120;30;5;40;260;4.71
150;30;5;40;260;4.73
180;30;5;40;260;4.82
210;30;5;40;260;4.97
240;30;5;40;260;5.12
270;30;5;40;260;5.24
300;30;5;40;260;5.29
330;30;5;40;260;5.22
360;30;5;40;260;5.1
30;40;5;40;260;4.86
60;40;5;40;260;4.64
90;40;5;40;260;4.52
120;40;5;40;260;4.48
150;40;5;40;260;4.54
180;40;5;40;260;4.71
210;40;5;40;260;4.97
240;40;5;40;260;5.24
270;40;5;40;260;5.43
300;40;5;40;260;5.51
330;40;5;40;260;5.36
360;40;5;40;260;5.12
30;50;5;40;260;4.74
60;50;5;40;260;4.4
90;50;5;40;260;4.23
120;50;5;40;260;4.2
150;50;5;40;260;4.29
180;50;5;40;260;4.56
210;50;5;40;260;4.98
240;50;5;40;260;5.39
270;50;5;40;260;5.67
300;50;5;40;260;5.78
330;50;5;40;260;5.52
360;50;5;40;260;5.16
30;0;5.1;40;260;5.1
30;10;5.1;40;260;5.1
60;0;5.1;40;260;5.08
60;10;5.1;40;260;5.08
90;0;5.1;40;260;5.06
90;10;5.1;40;260;5.06
120;0;5.1;40;260;5.06
120;10;5.1;40;260;5.06
150;0;5.1;40;260;5.06
150;10;5.1;40;260;5.06
180;0;5.1;40;260;5.07
180;10;5.1;40;260;5.07
210;0;5.1;40;260;5.09
210;10;5.1;40;260;5.09
240;0;5.1;40;260;5.1
240;10;5.1;40;260;5.1
270;0;5.1;40;260;5.12
270;10;5.1;40;260;5.12
300;0;5.1;40;260;5.13
300;10;5.1;40;260;5.13
330;0;5.1;40;260;5.13
330;10;5.1;40;260;5.13
360;0;5.1;40;260;5.11
360;10;5.1;40;260;5.11
30;20;5.1;40;260;5.1
60;20;5.1;40;260;5.04
90;20;5.1;40;260;5
120;20;5.1;40;260;4.97
150;20;5.1;40;260;4.98
180;20;5.1;40;260;5.01
210;20;5.1;40;260;5.08
240;20;5.1;40;260;5.14
270;20;5.1;40;260;5.2
300;20;5.1;40;260;5.22
330;20;5.1;40;260;5.21
360;20;5.1;40;260;5.16
30;30;5.1;40;260;5.04
60;30;5.1;40;260;4.92
90;30;5.1;40;260;4.85
120;30;5.1;40;260;4.81
150;30;5.1;40;260;4.83
180;30;5.1;40;260;4.92
210;30;5.1;40;260;5.07
240;30;5.1;40;260;5.22
270;30;5.1;40;260;5.33
300;30;5.1;40;260;5.38
330;30;5.1;40;260;5.32
360;30;5.1;40;260;5.19
30;40;5.1;40;260;4.95
60;40;5.1;40;260;4.74
90;40;5.1;40;260;4.62
120;40;5.1;40;260;4.58
150;40;5.1;40;260;4.64
180;40;5.1;40;260;4.81
210;40;5.1;40;260;5.07
240;40;5.1;40;260;5.33
270;40;5.1;40;260;5.52
300;40;5.1;40;260;5.61
330;40;5.1;40;260;5.45
360;40;5.1;40;260;5.22
30;50;5.1;40;260;4.84
60;50;5.1;40;260;4.5
90;50;5.1;40;260;4.33
120;50;5.1;40;260;4.3
150;50;5.1;40;260;4.39
180;50;5.1;40;260;4.66
210;50;5.1;40;260;5.07
240;50;5.1;40;260;5.48
270;50;5.1;40;260;5.76
300;50;5.1;40;260;5.88
330;50;5.1;40;260;5.62
360;50;5.1;40;260;5.25
30;0;5.2;40;260;5.21
30;10;5.2;40;260;5.21
60;0;5.2;40;260;5.19
60;10;5.2;40;260;5.19
90;0;5.2;40;260;5.18
90;10;5.2;40;260;5.18
120;0;5.2;40;260;5.17
120;10;5.2;40;260;5.17
150;0;5.2;40;260;5.17
150;10;5.2;40;260;5.17
180;0;5.2;40;260;5.18
180;10;5.2;40;260;5.18
210;0;5.2;40;260;5.19
210;10;5.2;40;260;5.19
240;0;5.2;40;260;5.21
240;10;5.2;40;260;5.21
270;0;5.2;40;260;5.23
270;10;5.2;40;260;5.23
300;0;5.2;40;260;5.23
300;10;5.2;40;260;5.23
330;0;5.2;40;260;5.23
330;10;5.2;40;260;5.23
360;0;5.2;40;260;5.22
360;10;5.2;40;260;5.22
30;20;5.2;40;260;5.21
60;20;5.2;40;260;5.15
90;20;5.2;40;260;5.11
120;20;5.2;40;260;5.08
150;20;5.2;40;260;5.08
180;20;5.2;40;260;5.12
210;20;5.2;40;260;5.18
240;20;5.2;40;260;5.25
270;20;5.2;40;260;5.3
300;20;5.2;40;260;5.33
330;20;5.2;40;260;5.32
360;20;5.2;40;260;5.27
30;30;5.2;40;260;5.15
60;30;5.2;40;260;5.03
90;30;5.2;40;260;4.96
120;30;5.2;40;260;4.92
150;30;5.2;40;260;4.94
180;30;5.2;40;260;5.03
210;30;5.2;40;260;5.17
240;30;5.2;40;260;5.32
270;30;5.2;40;260;5.44
300;30;5.2;40;260;5.49
330;30;5.2;40;260;5.43
360;30;5.2;40;260;5.3
30;40;5.2;40;260;5.06
60;40;5.2;40;260;4.84
90;40;5.2;40;260;4.73
120;40;5.2;40;260;4.69
150;40;5.2;40;260;4.74
180;40;5.2;40;260;4.91
210;40;5.2;40;260;5.17
240;40;5.2;40;260;5.43
270;40;5.2;40;260;5.62
300;40;5.2;40;260;5.71
330;40;5.2;40;260;5.56
360;40;5.2;40;260;5.33
30;50;5.2;40;260;4.94
60;50;5.2;40;260;4.61
90;50;5.2;40;260;4.43
120;50;5.2;40;260;4.4
150;50;5.2;40;260;4.5
180;50;5.2;40;260;4.77
210;50;5.2;40;260;5.17
240;50;5.2;40;260;5.58
270;50;5.2;40;260;5.86
300;50;5.2;40;260;5.97
330;50;5.2;40;260;5.72
360;50;5.2;40;260;5.35
30;0;5.3;40;260;5.31
30;10;5.3;40;260;5.31
60;0;5.3;40;260;5.29
60;10;5.3;40;260;5.29
90;0;5.3;40;260;5.28
90;10;5.3;40;260;5.28
120;0;5.3;40;260;5.27
120;10;5.3;40;260;5.27
150;0;5.3;40;260;5.27
150;10;5.3;40;260;5.27
180;0;5.3;40;260;5.28
180;10;5.3;40;260;5.28
210;0;5.3;40;260;5.3
210;10;5.3;40;260;5.3
240;0;5.3;40;260;5.32
240;10;5.3;40;260;5.32
270;0;5.3;40;260;5.33
270;10;5.3;40;260;5.33
300;0;5.3;40;260;5.34
300;10;5.3;40;260;5.34
330;0;5.3;40;260;5.34
330;10;5.3;40;260;5.34
360;0;5.3;40;260;5.33
360;10;5.3;40;260;5.33
30;20;5.3;40;260;5.31
60;20;5.3;40;260;5.26
90;20;5.3;40;260;5.21
120;20;5.3;40;260;5.19
150;20;5.3;40;260;5.19
180;20;5.3;40;260;5.23
210;20;5.3;40;260;5.29
240;20;5.3;40;260;5.35
270;20;5.3;40;260;5.4
300;20;5.3;40;260;5.43
330;20;5.3;40;260;5.41
360;20;5.3;40;260;5.37
30;30;5.3;40;260;5.26
60;30;5.3;40;260;5.14
90;30;5.3;40;260;5.07
120;30;5.3;40;260;5.03
150;30;5.3;40;260;5.04
180;30;5.3;40;260;5.13
210;30;5.3;40;260;5.28
